0.75, -6.  , -2.31, -3.88,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31
0.75, -3.98, -3.07, -3.88,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07
0.75, -4.04, -2.69, -3.88,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69
0.75, -4.67, -2.69, -3.88,  0.75, -4.67, -2.69,  0.75, -4.67, -2.69,  0.75, -4.67, -2.69
0.75, -6.  , -2.31, -3.88,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31
0.75, -3.98, -3.07, -3.88,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07
0.75, -4.04, -2.69, -3.88,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69
0.75, -6.  , -2.31, -3.88,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31
0.75, -3.98, -3.07, -3.88,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07
0.75, -4.04, -2.69, -3.88,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69
0.75, -6.  , -2.31, -3.88,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31,  0.75, -6.  , -2.31
0.75, -3.98, -3.07, -3.88,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07,  0.75, -3.98, -3.07
0.75, -4.04, -2.69, -3.88,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69,  0.75, -4.04, -2.69
