0.0560,0.0744,0.1500,0.0392,0.0056,0.0152,0.0340,0.0009,0.0012,0.0120,0.0000,0.0000,0.0000
0.0566,0.0693,0.1238,0.0605,0.0033,0.0123,0.0236,0.0004,0.0011,0.0114,0.0001,0.0001,0.0049
0.0280,0.0697,0.1100,0.0290,0.0030,0.0088,0.0330,0.0003,0.0012,0.0170,0.0000,0.0000,0.0000
0.0197,0.0431,0.0497,0.0239,0.0019,0.0077,0.0128,0.0002,0.0008,0.0048,0.0000,0.0001,0.0045
0.0639,0.0264,0.0445,0.0525,0.0684,0.0678,0.0641,0.0124,0.0209,0.0389,0.0025,0.0018,0.0203
0.0299,0.0120,0.0171,0.0398,0.0474,0.0697,0.0572,0.0071,0.0208,0.0354,0.0011,0.0023,0.0153
0.0300,0.0136,0.0180,0.0363,0.0396,0.0656,0.0340,0.0079,0.0240,0.0350,0.0015,0.0018,0.0190
0.0783,0.0343,0.0768,0.0503,0.1028,0.0522,0.0566,0.0815,0.0738,0.0848,0.0148,0.0134,0.0383
0.0150,0.0038,0.0087,0.0159,0.0287,0.0228,0.0171,0.0533,0.0298,0.0406,0.0038,0.0098,0.0195
0.0140,0.0034,0.0084,0.0157,0.0312,0.0226,0.0190,0.0518,0.0286,0.0380,0.0049,0.0112,0.0240
0.0127,0.0016,0.0028,0.0068,0.0235,0.0127,0.0082,0.0385,0.0148,0.0126,0.0899,0.0651,0.0606
0.0025,0.0001,0.0002,0.0018,0.0045,0.0019,0.0004,0.0137,0.0000,0.0026,0.0431,0.0380,0.0611
0.0020,0.0000,0.0002,0.0010,0.0041,0.0017,0.0003,0.0129,0.0000,0.0017,0.0672,0.0448,0.0510
