0.0839,0.3053,0.4438,0.0522,0.1039,0.0192,0.0429,0.0232,0.0891,0.1845,0.0000,0.0000,0.0000
0.3622,0.3323,0.2061,0.0806,0.0042,0.0155,0.0298,0.0254,0.1918,0.2215,0.0001,0.0001,0.0054
0.2201,0.4058,0.0254,0.2519,0.0038,0.0111,0.0417,0.0004,0.0220,0.0199,0.0000,0.0000,0.0000
0.0262,0.0574,0.0662,0.0318,0.0024,0.0097,0.0162,0.0002,0.0009,0.0056,0.0000,0.0001,0.0050
0.0126,0.0333,0.0562,0.0663,0.1668,0.4327,0.2610,0.0058,0.0264,0.0491,0.0000,0.0021,0.0232
0.0378,0.0152,0.0216,0.0503,0.0886,0.3297,0.3846,0.0090,0.0262,0.0446,0.0013,0.0026,0.0175
0.0379,0.0172,0.0227,0.0458,0.0859,0.4190,0.0264,0.0100,0.0303,0.0441,0.0017,0.0021,0.0217
0.0832,0.0523,0.0713,0.0589,0.0826,0.0658,0.0714,0.0910,0.1780,0.1498,0.0093,0.0167,0.0477
0.0698,0.1199,0.0439,0.0186,0.0362,0.0288,0.0216,0.0804,0.3400,0.2468,0.0047,0.0122,0.0243
0.0988,0.0071,0.0098,0.0184,0.0394,0.0285,0.0240,0.0558,0.1124,0.0355,0.0061,0.0140,0.0299
0.0000,0.0018,0.0031,0.0075,0.0291,0.0145,0.0094,0.0374,0.0184,0.0157,0.0199,0.3083,0.2861
0.0028,0.0001,0.0002,0.0020,0.0052,0.0022,0.0005,0.0171,0.0000,0.0032,0.1770,0.3355,0.2817
0.0022,0.0000,0.0002,0.0011,0.0047,0.0019,0.0003,0.0161,0.0000,0.0021,0.1208,0.3151,0.0292
