0.1182,0.43,0.625,0,0.1316,0,0,0.0264,0.1014,0.21,0,0,0
0.51,0.468,0.2903,0,0,0,0,0.0289,0.2182,0.252,0,0,0
0.31,0.5714,0.0357,0.3548,0,0,0,0,0.025,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.0159,0,0,0,0.2428,0.63,0.38,0.0073,0,0,0,0,0
0,0,0,0,0.129,0.48,0.56,0,0,0,0,0,0
0,0,0,0,0.125,0.61,0.0385,0,0,0,0,0,0
0.0947,0.0595,0.0811,0,0.1044,0,0,0.1279,0.25,0.2105,0.0115,0,0
0.0794,0.1364,0.05,0,0,0,0,0.113,0.4776,0.3467,0,0,0
0.1124,0.0081,0,0,0,0,0,0.0784,0.1579,0.0498,0,0,0
0,0,0,0,0.0323,0,0,0.0465,0,0,0.0282,0.4367,0.4052
0,0,0,0,0,0,0,0,0,0,0.2507,0.4752,0.399
0,0,0,0,0,0,0,0,0,0,0.1711,0.4464,0.0413
