0.0398,0.0528,0.1065,0.0522,0.0044,0.0192,0.0429,0.0008,0.0011,0.0105,0.0000,0.0000,0.0000
0.0402,0.0492,0.0879,0.0806,0.0042,0.0155,0.0298,0.0004,0.0010,0.0100,0.0001,0.0001,0.0054
0.0199,0.0495,0.0781,0.0206,0.0038,0.0111,0.0417,0.0004,0.0011,0.0199,0.0000,0.0000,0.0000
0.0262,0.0574,0.0662,0.0318,0.0024,0.0097,0.0162,0.0002,0.0009,0.0056,0.0000,0.0001,0.0050
0.0504,0.0333,0.0562,0.0663,0.0470,0.0466,0.0440,0.0098,0.0264,0.0491,0.0029,0.0021,0.0232
0.0378,0.0152,0.0216,0.0503,0.0326,0.0479,0.0393,0.0090,0.0262,0.0446,0.0013,0.0026,0.0175
0.0379,0.0172,0.0227,0.0458,0.0272,0.0451,0.0234,0.0100,0.0303,0.0441,0.0017,0.0021,0.0217
0.0688,0.0301,0.0675,0.0589,0.0813,0.0658,0.0714,0.0580,0.0525,0.0604,0.0119,0.0167,0.0477
0.0132,0.0033,0.0076,0.0186,0.0362,0.0288,0.0216,0.0379,0.0212,0.0289,0.0047,0.0122,0.0243
0.0123,0.0030,0.0098,0.0184,0.0394,0.0285,0.0240,0.0369,0.0204,0.0271,0.0061,0.0140,0.0299
0.0141,0.0018,0.0031,0.0075,0.0212,0.0145,0.0094,0.0310,0.0184,0.0157,0.0635,0.0460,0.0428
0.0028,0.0001,0.0002,0.0020,0.0052,0.0022,0.0005,0.0171,0.0000,0.0032,0.0304,0.0268,0.0431
0.0022,0.0000,0.0002,0.0011,0.0047,0.0019,0.0003,0.0161,0.0000,0.0021,0.0474,0.0316,0.0360
